Customer;Year;Month;Product;Quantity;Total TTC 
Magasin 379;2014;11;Yaourt;127;476
Magasin 156;2021;8;Jouet A;14;459
Magasin 495;2017;3;Dentifrice;3;315
Magasin 476;2014;7;Yaourt;477;141
Magasin 48;2013;12;Jouet A;475;83
Magasin 414;2011;6;Dentifrice;460;72
Magasin 734;2012;9;Yaourt;314;185
Magasin 166;2019;6;Jouet A;24;185
Magasin 900;2024;3;Dentifrice;466;407
Magasin 126;2014;8;Yaourt;205;98
Magasin 100;2011;8;Jouet A;97;154
Magasin 315;2020;10;Dentifrice;455;96
Magasin 535;2025;5;Yaourt;285;122
Magasin 278;2011;6;Jouet A;117;167
Magasin 160;2020;3;Dentifrice;173;69
Magasin 387;2022;6;Yaourt;427;477
Magasin 488;2013;9;Jouet A;253;435
Magasin 729;2013;6;Dentifrice;4;16
Magasin 4;2018;12;Yaourt;491;12
Magasin 199;2013;6;Jouet A;463;61
Magasin 72;2013;4;Dentifrice;291;360
Magasin 154;2025;3;Yaourt;362;259
Magasin 748;2021;11;Jouet A;153;477
Magasin 202;2012;11;Dentifrice;126;262
Magasin 570;2015;10;Yaourt;125;426
Magasin 929;2010;1;Jouet A;104;461
Magasin 131;2025;7;Dentifrice;42;123
Magasin 686;2019;1;Yaourt;62;28
Magasin 864;2026;9;Jouet A;79;297
Magasin 741;2012;9;Dentifrice;204;241
Magasin 188;2023;11;Yaourt;370;14
Magasin 299;2011;8;Jouet A;466;19
Magasin 689;2018;7;Dentifrice;490;175
Magasin 798;2020;7;Yaourt;229;142
Magasin 8;2017;1;Jouet A;1;29
Magasin 460;2022;9;Dentifrice;190;213
Magasin 536;2016;11;Yaourt;235;41
Magasin 682;2016;7;Jouet A;477;207
Magasin 73;2025;10;Dentifrice;20;453
Magasin 515;2015;11;Yaourt;385;212
Magasin 81;2017;12;Jouet A;413;390
Magasin 258;2010;7;Dentifrice;80;125
Magasin 411;2019;3;Yaourt;455;379
Magasin 744;2024;12;Jouet A;395;184
Magasin 776;2013;5;Dentifrice;164;379
Magasin 601;2018;4;Yaourt;381;452
Magasin 997;2014;9;Jouet A;155;123
Magasin 812;2018;1;Dentifrice;299;49
Magasin 367;2020;6;Yaourt;441;233
Magasin 634;2018;8;Jouet A;84;261
Magasin 860;2026;5;Dentifrice;447;24
Magasin 740;2022;11;Yaourt;213;99
Magasin 220;2012;5;Jouet A;90;451
Magasin 4;2010;9;Dentifrice;418;81
Magasin 855;2012;3;Yaourt;414;352
Magasin 561;2017;2;Jouet A;75;288
Magasin 253;2011;10;Dentifrice;152;298
Magasin 372;2021;4;Yaourt;480;304
Magasin 451;2026;11;Jouet A;189;23
Magasin 478;2018;2;Dentifrice;178;281
Magasin 711;2018;8;Yaourt;467;324
Magasin 537;2010;1;Jouet A;456;182
Magasin 188;2013;2;Dentifrice;233;118
Magasin 387;2025;3;Yaourt;107;434
Magasin 930;2021;9;Jouet A;342;324
Magasin 574;2014;1;Dentifrice;377;190
Magasin 871;2025;3;Yaourt;462;290
Magasin 137;2013;10;Jouet A;195;131
Magasin 861;2020;10;Dentifrice;461;49
Magasin 995;2026;3;Yaourt;109;254
Magasin 474;2011;12;Jouet A;411;458
Magasin 666;2010;6;Dentifrice;115;29
Magasin 182;2015;5;Yaourt;14;103
Magasin 476;2023;11;Jouet A;133;47
Magasin 654;2023;8;Dentifrice;109;313
Magasin 712;2013;8;Yaourt;448;348
Magasin 880;2019;9;Jouet A;50;489
Magasin 718;2024;1;Dentifrice;432;67
Magasin 2;2020;5;Yaourt;220;10
Magasin 242;2019;6;Jouet A;58;257
Magasin 754;2013;11;Dentifrice;475;490
Magasin 537;2026;5;Yaourt;425;447
Magasin 945;2011;2;Jouet A;215;272
Magasin 242;2012;12;Dentifrice;402;394
Magasin 275;2010;10;Yaourt;383;285
Magasin 634;2020;10;Jouet A;70;312
Magasin 401;2021;5;Dentifrice;372;392
Magasin 43;2018;9;Yaourt;453;97
Magasin 322;2013;1;Jouet A;485;27
Magasin 827;2011;3;Dentifrice;143;137
Magasin 282;2019;11;Yaourt;411;388
Magasin 945;2017;8;Jouet A;188;454
Magasin 42;2025;11;Dentifrice;100;143
Magasin 873;2021;11;Yaourt;95;367
Magasin 777;2013;6;Jouet A;188;123
Magasin 142;2012;9;Dentifrice;6;358
Magasin 70;2014;8;Yaourt;2;177
Magasin 52;2021;9;Jouet A;173;8
Magasin 300;2015;9;Dentifrice;151;185
Magasin 725;2020;7;Yaourt;386;356
Magasin 516;2024;4;Jouet A;358;51
Magasin 338;2014;5;Dentifrice;282;80
Magasin 296;2026;8;Yaourt;412;392
Magasin 84;2017;11;Jouet A;417;87
Magasin 851;2026;7;Dentifrice;66;326
Magasin 229;2012;9;Yaourt;398;437
Magasin 85;2013;8;Jouet A;359;89
Magasin 577;2018;2;Dentifrice;51;377
Magasin 316;2011;1;Yaourt;279;159
Magasin 373;2011;8;Jouet A;249;435
Magasin 757;2014;5;Dentifrice;35;475
Magasin 749;2013;7;Yaourt;436;472
Magasin 361;2016;3;Jouet A;41;162
Magasin 243;2011;10;Dentifrice;473;344
Magasin 931;2024;8;Yaourt;349;350
Magasin 251;2012;6;Jouet A;103;193
Magasin 327;2018;2;Dentifrice;30;259
Magasin 376;2018;9;Yaourt;67;318
Magasin 245;2021;3;Jouet A;456;399
Magasin 883;2023;8;Dentifrice;356;136
Magasin 252;2017;6;Yaourt;46;33
Magasin 204;2020;2;Jouet A;64;366
Magasin 509;2017;2;Dentifrice;184;75
Magasin 955;2011;8;Yaourt;359;375
Magasin 984;2024;12;Jouet A;476;454
Magasin 176;2017;6;Dentifrice;138;208
Magasin 238;2024;10;Yaourt;167;485
Magasin 636;2011;5;Jouet A;472;264
Magasin 428;2022;5;Dentifrice;382;219
Magasin 55;2023;9;Yaourt;324;156
Magasin 153;2026;1;Jouet A;47;433
Magasin 119;2025;10;Dentifrice;117;425
Magasin 920;2026;2;Yaourt;485;57
Magasin 434;2013;3;Jouet A;339;133
Magasin 564;2010;4;Dentifrice;298;52
Magasin 813;2014;3;Yaourt;55;93
Magasin 691;2023;5;Jouet A;254;430
Magasin 856;2019;11;Dentifrice;339;79
Magasin 279;2013;5;Yaourt;161;217
Magasin 145;2015;5;Jouet A;118;306
Magasin 665;2015;10;Dentifrice;467;401
Magasin 966;2023;6;Yaourt;280;312
Magasin 217;2020;1;Jouet A;236;427
Magasin 295;2011;8;Dentifrice;329;60
Magasin 846;2018;5;Yaourt;123;213
Magasin 741;2017;8;Jouet A;375;198
Magasin 743;2025;8;Dentifrice;67;29
Magasin 254;2012;9;Yaourt;460;424
Magasin 162;2019;11;Jouet A;192;239
Magasin 969;2020;9;Dentifrice;409;148
Magasin 139;2021;11;Yaourt;196;22
Magasin 319;2015;5;Jouet A;364;173
Magasin 528;2025;5;Dentifrice;342;19
Magasin 666;2025;5;Yaourt;228;44
Magasin 501;2010;9;Jouet A;15;43
Magasin 863;2020;9;Dentifrice;487;339
Magasin 820;2017;8;Yaourt;354;390
Magasin 482;2014;8;Jouet A;240;473
Magasin 16;2014;3;Dentifrice;439;115
Magasin 750;2019;9;Yaourt;251;452
Magasin 676;2026;5;Jouet A;160;307
Magasin 185;2013;2;Dentifrice;412;19
Magasin 502;2010;9;Yaourt;393;491
Magasin 429;2017;4;Jouet A;199;299
Magasin 358;2014;7;Dentifrice;251;349
Magasin 751;2021;2;Yaourt;453;415
Magasin 931;2019;7;Jouet A;438;381
Magasin 377;2021;4;Dentifrice;439;51
Magasin 521;2011;8;Yaourt;202;184
Magasin 388;2021;2;Jouet A;252;456
Magasin 61;2018;5;Dentifrice;31;237
Magasin 507;2011;1;Yaourt;350;458
Magasin 357;2016;8;Jouet A;318;378
Magasin 124;2015;4;Dentifrice;114;372
Magasin 764;2019;11;Yaourt;332;165
Magasin 732;2022;7;Jouet A;315;36
Magasin 664;2013;4;Dentifrice;417;449
Magasin 874;2023;4;Yaourt;423;466
Magasin 110;2025;4;Jouet A;83;254
Magasin 136;2021;1;Dentifrice;373;270
Magasin 500;2014;10;Yaourt;358;290
Magasin 940;2017;11;Jouet A;465;332
Magasin 534;2022;6;Dentifrice;327;435
Magasin 153;2014;11;Yaourt;430;388
Magasin 709;2015;3;Jouet A;496;259
Magasin 809;2016;12;Dentifrice;195;395
Magasin 762;2014;9;Yaourt;188;141
Magasin 502;2019;8;Jouet A;478;483
Magasin 311;2022;5;Dentifrice;334;288
Magasin 254;2013;2;Yaourt;304;200
Magasin 634;2024;6;Jouet A;312;286
Magasin 372;2020;2;Dentifrice;240;493
Magasin 71;2025;2;Yaourt;426;429
Magasin 311;2023;12;Jouet A;170;25
Magasin 199;2011;8;Dentifrice;219;22
Magasin 28;2025;3;Yaourt;232;454
Magasin 800;2024;5;Jouet A;260;116
Magasin 32;2023;9;Dentifrice;357;295
Magasin 873;2018;2;Yaourt;360;86
Magasin 425;2012;7;Jouet A;377;321
Magasin 946;2023;9;Dentifrice;328;104
Magasin 297;2013;5;Yaourt;307;399
Magasin 375;2012;9;Jouet A;6;491
Magasin 667;2023;11;Dentifrice;123;396
Magasin 178;2025;1;Yaourt;287;6
Magasin 126;2016;9;Jouet A;79;292
Magasin 852;2025;9;Dentifrice;53;238
Magasin 88;2011;1;Yaourt;158;29
Magasin 713;2017;6;Jouet A;455;199
Magasin 792;2022;2;Dentifrice;380;332
Magasin 353;2020;11;Yaourt;220;198
Magasin 72;2016;3;Jouet A;361;259
Magasin 621;2019;8;Dentifrice;56;452
Magasin 147;2025;2;Yaourt;356;300
Magasin 106;2021;9;Jouet A;52;307
Magasin 118;2022;4;Dentifrice;203;101
Magasin 684;2017;3;Yaourt;201;463
Magasin 348;2020;8;Jouet A;351;375
Magasin 816;2010;7;Dentifrice;376;306
Magasin 553;2025;3;Yaourt;346;415
Magasin 245;2017;6;Jouet A;493;50
Magasin 157;2016;10;Dentifrice;3;488
Magasin 979;2021;6;Yaourt;345;55
Magasin 928;2016;11;Jouet A;52;281
Magasin 73;2019;6;Dentifrice;178;429
Magasin 871;2020;4;Yaourt;17;193
Magasin 129;2025;8;Jouet A;333;323
Magasin 325;2023;11;Dentifrice;483;398
Magasin 543;2025;8;Yaourt;203;2
Magasin 952;2021;5;Jouet A;385;367
Magasin 123;2020;10;Dentifrice;90;454
Magasin 400;2017;7;Yaourt;396;60
Magasin 337;2013;11;Jouet A;485;356
Magasin 885;2015;2;Dentifrice;29;119
Magasin 19;2017;5;Yaourt;33;189
Magasin 101;2022;4;Jouet A;124;228
Magasin 118;2020;3;Dentifrice;120;330
Magasin 26;2018;4;Yaourt;5;425
Magasin 765;2021;8;Jouet A;190;403
Magasin 40;2013;11;Dentifrice;268;355
Magasin 108;2021;3;Yaourt;43;250
Magasin 97;2017;7;Jouet A;119;450
Magasin 574;2020;1;Dentifrice;117;265
Magasin 902;2019;11;Yaourt;60;444
Magasin 461;2014;5;Jouet A;193;240
Magasin 443;2017;8;Dentifrice;81;67
Magasin 577;2016;3;Yaourt;445;346
Magasin 76;2013;4;Jouet A;372;73
Magasin 439;2011;3;Dentifrice;383;238
Magasin 533;2011;5;Yaourt;40;69
Magasin 81;2020;2;Jouet A;44;128
Magasin 994;2019;7;Dentifrice;349;268
Magasin 126;2019;11;Yaourt;409;357
Magasin 467;2021;4;Jouet A;348;329
Magasin 960;2016;1;Dentifrice;401;378
Magasin 59;2024;5;Yaourt;365;433
Magasin 815;2024;6;Jouet A;54;60
Magasin 319;2023;11;Dentifrice;315;61
Magasin 926;2021;10;Yaourt;311;403
Magasin 573;2015;6;Jouet A;288;47
Magasin 454;2015;8;Dentifrice;419;108
Magasin 7;2013;2;Yaourt;118;27
Magasin 122;2019;11;Jouet A;211;420
Magasin 566;2023;3;Dentifrice;266;80
Magasin 455;2025;4;Yaourt;120;92
Magasin 241;2014;12;Jouet A;404;461
Magasin 950;2021;3;Dentifrice;161;471
Magasin 378;2019;4;Yaourt;289;145
Magasin 12;2026;8;Jouet A;306;486
Magasin 670;2018;5;Dentifrice;417;205
Magasin 152;2025;12;Yaourt;462;59
Magasin 163;2025;5;Jouet A;350;51
Magasin 442;2014;5;Dentifrice;29;316
Magasin 784;2018;2;Yaourt;233;5
Magasin 941;2012;12;Jouet A;243;4
Magasin 18;2013;7;Dentifrice;66;375
Magasin 149;2012;2;Yaourt;43;380
Magasin 868;2023;7;Jouet A;108;451
Magasin 708;2012;8;Dentifrice;20;413
Magasin 290;2025;1;Yaourt;299;252
Magasin 68;2019;2;Jouet A;72;298
Magasin 312;2015;7;Dentifrice;257;270
Magasin 12;2026;12;Yaourt;331;311
Magasin 341;2025;10;Jouet A;143;162
Magasin 543;2019;12;Dentifrice;290;412
Magasin 889;2017;3;Yaourt;457;470
Magasin 122;2026;6;Jouet A;299;425
Magasin 606;2013;2;Dentifrice;452;458
Magasin 819;2021;2;Yaourt;444;381
Magasin 863;2013;2;Jouet A;398;375
Magasin 720;2014;2;Dentifrice;14;194
Magasin 417;2010;5;Yaourt;468;143
Magasin 625;2015;10;Jouet A;88;418
Magasin 743;2014;7;Dentifrice;7;303
Magasin 550;2016;6;Yaourt;493;108
Magasin 201;2012;12;Jouet A;446;67
Magasin 967;2014;10;Dentifrice;34;246
Magasin 456;2021;1;Yaourt;241;316
Magasin 721;2021;7;Jouet A;257;227
Magasin 87;2019;12;Dentifrice;449;462
Magasin 459;2023;12;Yaourt;12;206
Magasin 215;2012;1;Jouet A;115;113
Magasin 108;2025;6;Dentifrice;232;358
Magasin 513;2024;6;Yaourt;205;91
Magasin 516;2014;4;Jouet A;216;159
Magasin 175;2013;6;Dentifrice;7;37
Magasin 94;2012;9;Yaourt;237;136
Magasin 931;2019;1;Jouet A;72;288
Magasin 858;2025;9;Dentifrice;168;203
Magasin 674;2021;6;Yaourt;265;488
Magasin 164;2022;11;Jouet A;380;128
Magasin 43;2020;11;Dentifrice;77;324
Magasin 906;2019;12;Yaourt;72;368
Magasin 108;2012;5;Jouet A;120;224
Magasin 937;2023;9;Dentifrice;179;465
Magasin 912;2012;1;Yaourt;132;105
Magasin 857;2018;5;Jouet A;301;170
Magasin 2;2020;11;Dentifrice;230;160
Magasin 803;2011;9;Yaourt;426;305
Magasin 670;2018;12;Jouet A;374;44
Magasin 545;2013;2;Dentifrice;77;446
Magasin 628;2012;12;Yaourt;13;155
Magasin 314;2014;2;Jouet A;247;262
Magasin 222;2012;9;Dentifrice;485;368
Magasin 234;2019;1;Yaourt;373;222
Magasin 556;2018;5;Jouet A;409;412
Magasin 963;2019;3;Dentifrice;483;65
Magasin 703;2024;3;Yaourt;472;65
Magasin 35;2025;2;Jouet A;376;342
Magasin 462;2023;4;Dentifrice;418;71
Magasin 449;2019;5;Yaourt;456;203
Magasin 903;2014;11;Jouet A;477;73
Magasin 953;2019;1;Dentifrice;308;196
Magasin 889;2019;4;Yaourt;115;44
Magasin 12;2023;3;Jouet A;119;154
Magasin 58;2026;7;Dentifrice;180;284
Magasin 386;2019;3;Yaourt;460;406
Magasin 65;2011;9;Jouet A;67;193
Magasin 224;2020;7;Dentifrice;16;439
Magasin 765;2015;8;Yaourt;144;417
Magasin 108;2022;3;Jouet A;160;289
Magasin 590;2024;8;Dentifrice;292;479
Magasin 703;2014;6;Yaourt;381;425
Magasin 862;2021;2;Jouet A;19;412
Magasin 20;2025;8;Dentifrice;260;234
Magasin 477;2010;5;Yaourt;282;102
Magasin 444;2016;6;Jouet A;460;125
Magasin 533;2020;1;Dentifrice;33;190
Magasin 307;2020;1;Yaourt;439;156
Magasin 570;2025;10;Jouet A;73;1
Magasin 539;2010;10;Dentifrice;235;77
Magasin 252;2015;7;Yaourt;236;138
Magasin 101;2016;9;Jouet A;286;215
Magasin 140;2021;9;Dentifrice;25;137
Magasin 632;2016;12;Yaourt;352;138
Magasin 853;2014;6;Jouet A;36;178
Magasin 196;2025;5;Dentifrice;430;284
Magasin 424;2015;11;Yaourt;340;129
Magasin 534;2012;3;Jouet A;125;70
Magasin 288;2015;6;Dentifrice;332;320
Magasin 257;2020;11;Yaourt;381;397
Magasin 949;2018;10;Jouet A;271;56
Magasin 36;2020;12;Dentifrice;1;284
Magasin 409;2025;9;Yaourt;218;217
Magasin 439;2014;3;Jouet A;217;255
Magasin 158;2019;1;Dentifrice;389;221
Magasin 70;2013;11;Yaourt;26;485
Magasin 486;2013;9;Jouet A;66;205
Magasin 293;2021;12;Dentifrice;449;126
Magasin 721;2021;12;Yaourt;495;330
Magasin 638;2012;12;Jouet A;142;427
Magasin 237;2012;8;Dentifrice;470;373
Magasin 713;2015;12;Yaourt;23;398
Magasin 67;2023;12;Jouet A;347;363
Magasin 232;2024;8;Dentifrice;395;55
Magasin 975;2022;7;Yaourt;404;220
Magasin 271;2014;12;Jouet A;77;380
Magasin 16;2021;4;Dentifrice;56;162
Magasin 332;2016;8;Yaourt;435;489
Magasin 697;2025;8;Jouet A;234;236
Magasin 90;2018;3;Dentifrice;339;455
Magasin 679;2023;1;Yaourt;442;190
Magasin 558;2024;5;Jouet A;317;356
Magasin 198;2011;8;Dentifrice;489;156
Magasin 256;2025;7;Yaourt;259;269
Magasin 689;2020;3;Jouet A;497;131
Magasin 956;2025;9;Dentifrice;395;29
Magasin 395;2023;7;Yaourt;230;64
Magasin 294;2022;4;Jouet A;11;460
Magasin 963;2012;6;Dentifrice;157;126
Magasin 660;2018;8;Yaourt;223;328
Magasin 386;2015;3;Jouet A;468;343
Magasin 292;2015;10;Dentifrice;205;46
Magasin 691;2019;2;Yaourt;152;218
Magasin 234;2017;7;Jouet A;176;202
Magasin 521;2022;5;Dentifrice;79;64
Magasin 334;2020;5;Yaourt;46;354
Magasin 432;2010;5;Jouet A;430;49
Magasin 838;2020;1;Dentifrice;177;105
Magasin 562;2017;10;Yaourt;74;163
Magasin 453;2023;4;Jouet A;232;182
Magasin 975;2022;4;Dentifrice;92;86
Magasin 60;2015;11;Yaourt;321;7
Magasin 799;2024;7;Jouet A;494;363
Magasin 228;2010;2;Dentifrice;137;125
Magasin 593;2021;7;Yaourt;152;273
Magasin 122;2010;7;Jouet A;238;86
Magasin 345;2011;9;Dentifrice;368;277
Magasin 651;2022;7;Yaourt;328;73
Magasin 362;2013;7;Jouet A;155;50
Magasin 668;2013;6;Dentifrice;316;53
Magasin 611;2012;9;Yaourt;492;151
Magasin 763;2014;2;Jouet A;349;413
Magasin 446;2026;12;Dentifrice;390;161
Magasin 967;2019;10;Yaourt;477;65
Magasin 701;2011;11;Jouet A;37;219
Magasin 634;2023;7;Dentifrice;208;242
Magasin 915;2013;12;Yaourt;123;183
Magasin 939;2015;4;Jouet A;152;249
Magasin 351;2023;4;Dentifrice;328;260
Magasin 888;2010;4;Yaourt;264;102
Magasin 357;2022;3;Jouet A;376;204
Magasin 845;2014;4;Dentifrice;256;375
Magasin 25;2023;12;Yaourt;41;82
Magasin 700;2010;2;Jouet A;142;46
Magasin 88;2019;11;Dentifrice;493;36
Magasin 109;2019;4;Yaourt;171;50
Magasin 60;2013;6;Jouet A;467;230
Magasin 383;2026;3;Dentifrice;245;497
Magasin 112;2013;2;Yaourt;443;485
Magasin 741;2021;7;Jouet A;196;186
Magasin 312;2018;6;Dentifrice;245;40
Magasin 260;2024;3;Yaourt;453;273
Magasin 888;2017;9;Jouet A;471;49
Magasin 755;2015;11;Dentifrice;199;380
Magasin 577;2015;4;Yaourt;186;243
Magasin 173;2026;10;Jouet A;456;499
Magasin 564;2014;7;Dentifrice;15;372
Magasin 254;2025;7;Yaourt;306;340
Magasin 830;2011;4;Jouet A;135;99
Magasin 411;2024;6;Dentifrice;490;18
Magasin 167;2012;4;Yaourt;462;122
Magasin 992;2017;11;Jouet A;72;352
Magasin 525;2021;9;Dentifrice;411;279
Magasin 698;2018;3;Yaourt;99;271
Magasin 852;2022;2;Jouet A;154;50
Magasin 977;2011;6;Dentifrice;433;466
Magasin 701;2017;3;Yaourt;488;174
Magasin 194;2015;1;Jouet A;332;425
Magasin 754;2022;11;Dentifrice;418;204
Magasin 759;2010;2;Yaourt;149;307
Magasin 804;2010;4;Jouet A;54;292
Magasin 170;2025;7;Dentifrice;405;27
Magasin 754;2024;7;Yaourt;67;198
Magasin 37;2022;8;Jouet A;83;145
Magasin 685;2015;6;Dentifrice;305;422
Magasin 602;2016;6;Yaourt;466;372
Magasin 811;2011;6;Jouet A;449;62
Magasin 879;2023;8;Dentifrice;319;347
Magasin 395;2014;4;Yaourt;423;364
Magasin 392;2026;6;Jouet A;381;371
Magasin 969;2014;2;Dentifrice;96;326
Magasin 465;2011;3;Yaourt;285;235
Magasin 280;2015;8;Jouet A;181;133
Magasin 245;2010;5;Dentifrice;368;292
Magasin 951;2022;6;Yaourt;56;482
Magasin 855;2017;5;Jouet A;323;112
Magasin 806;2024;9;Dentifrice;371;390
Magasin 967;2012;7;Yaourt;357;455
Magasin 448;2011;11;Jouet A;485;207
Magasin 362;2024;9;Dentifrice;110;267
Magasin 50;2019;7;Yaourt;287;297
Magasin 900;2026;11;Jouet A;15;7
Magasin 417;2023;4;Dentifrice;219;187
Magasin 899;2015;6;Yaourt;396;243
Magasin 98;2010;3;Jouet A;434;314
Magasin 517;2021;12;Dentifrice;406;475
Magasin 980;2011;8;Yaourt;140;248
Magasin 843;2025;9;Jouet A;117;189
Magasin 34;2010;2;Dentifrice;127;415
Magasin 967;2019;5;Yaourt;256;221
Magasin 944;2015;3;Jouet A;273;125
Magasin 875;2020;9;Dentifrice;456;89
Magasin 459;2010;4;Yaourt;100;145
Magasin 468;2017;5;Jouet A;120;275
Magasin 194;2019;10;Dentifrice;410;391
Magasin 601;2018;12;Yaourt;53;419
Magasin 645;2020;2;Jouet A;20;44
Magasin 601;2019;9;Dentifrice;333;168
Magasin 637;2013;4;Yaourt;390;183
Magasin 59;2013;8;Jouet A;61;358
Magasin 89;2016;5;Dentifrice;37;10
Magasin 351;2025;6;Yaourt;7;368
Magasin 794;2021;12;Jouet A;10;160
Magasin 721;2023;12;Dentifrice;444;463
Magasin 37;2017;12;Yaourt;101;261
Magasin 381;2019;3;Jouet A;17;431
Magasin 73;2021;8;Dentifrice;256;1
Magasin 117;2021;3;Yaourt;257;279
Magasin 641;2011;4;Jouet A;197;27
Magasin 268;2010;3;Dentifrice;304;403
Magasin 867;2021;2;Yaourt;425;495
Magasin 103;2018;6;Jouet A;191;27
Magasin 830;2017;9;Dentifrice;409;123
Magasin 994;2012;3;Yaourt;60;340
Magasin 466;2023;6;Jouet A;497;460
Magasin 66;2015;10;Dentifrice;431;466
Magasin 658;2011;5;Yaourt;366;203
Magasin 893;2026;7;Jouet A;416;452
Magasin 793;2020;9;Dentifrice;496;101
Magasin 284;2018;4;Yaourt;224;14
Magasin 144;2024;3;Jouet A;111;343
Magasin 920;2021;4;Dentifrice;243;7
Magasin 913;2014;1;Yaourt;471;202
Magasin 77;2023;3;Jouet A;3;281
Magasin 443;2017;5;Dentifrice;98;16
Magasin 649;2026;6;Yaourt;359;479
Magasin 492;2023;10;Jouet A;373;15
Magasin 129;2013;4;Dentifrice;420;222
Magasin 99;2017;6;Yaourt;11;46
Magasin 312;2024;6;Jouet A;202;184
Magasin 591;2013;12;Dentifrice;378;92
Magasin 355;2017;3;Yaourt;450;353
Magasin 289;2010;7;Jouet A;295;355
Magasin 658;2022;8;Dentifrice;483;410
Magasin 581;2011;11;Yaourt;442;366
Magasin 978;2022;10;Jouet A;196;169
Magasin 555;2022;8;Dentifrice;457;19
Magasin 529;2011;4;Yaourt;423;17
Magasin 747;2015;9;Jouet A;59;456
Magasin 927;2014;11;Dentifrice;358;450
Magasin 605;2013;9;Yaourt;2;304
Magasin 316;2026;4;Jouet A;157;160
Magasin 323;2024;11;Dentifrice;480;182
Magasin 951;2011;11;Yaourt;94;54
Magasin 235;2026;12;Jouet A;227;92
Magasin 248;2023;2;Dentifrice;132;404
Magasin 947;2010;6;Yaourt;300;246
Magasin 151;2021;1;Jouet A;457;388
Magasin 614;2017;2;Dentifrice;232;24
Magasin 149;2022;11;Yaourt;38;212
Magasin 326;2012;7;Jouet A;337;247
Magasin 355;2026;10;Dentifrice;365;135
Magasin 416;2019;2;Yaourt;33;259
Magasin 727;2025;1;Jouet A;499;212
Magasin 870;2016;2;Dentifrice;220;236
Magasin 601;2011;10;Yaourt;457;383
Magasin 542;2011;4;Jouet A;491;190
Magasin 942;2026;6;Dentifrice;37;238
Magasin 865;2010;5;Yaourt;342;279
Magasin 432;2016;3;Jouet A;195;286
Magasin 131;2010;5;Dentifrice;209;16
Magasin 439;2016;3;Yaourt;205;226
Magasin 405;2022;5;Jouet A;297;238
Magasin 891;2019;9;Dentifrice;149;486
Magasin 175;2015;12;Yaourt;153;22
Magasin 416;2019;1;Jouet A;312;328
Magasin 340;2022;10;Dentifrice;231;104
Magasin 582;2017;4;Yaourt;191;121
Magasin 715;2017;8;Jouet A;337;430
Magasin 212;2022;10;Dentifrice;14;170
Magasin 433;2018;10;Yaourt;329;23
Magasin 965;2017;11;Jouet A;226;336
Magasin 693;2011;9;Dentifrice;234;324
Magasin 762;2013;9;Yaourt;62;321
Magasin 982;2013;7;Jouet A;480;390
Magasin 613;2022;7;Dentifrice;145;186
Magasin 394;2014;4;Yaourt;24;49
Magasin 414;2020;5;Jouet A;452;323
Magasin 458;2010;4;Dentifrice;94;398
Magasin 939;2023;4;Yaourt;435;51
Magasin 245;2013;2;Jouet A;141;363
Magasin 618;2019;9;Dentifrice;282;350
Magasin 517;2024;11;Yaourt;320;395
Magasin 975;2026;2;Jouet A;242;492
Magasin 210;2020;12;Dentifrice;418;294
Magasin 264;2023;7;Yaourt;407;69
Magasin 313;2011;1;Jouet A;57;462
Magasin 284;2017;9;Dentifrice;63;157
Magasin 812;2020;9;Yaourt;466;198
Magasin 670;2023;7;Jouet A;70;283
Magasin 403;2017;9;Dentifrice;199;212
Magasin 893;2013;2;Yaourt;101;288
Magasin 302;2016;1;Jouet A;389;53
Magasin 360;2019;12;Dentifrice;370;444
Magasin 625;2016;8;Yaourt;162;205
Magasin 731;2026;9;Jouet A;500;429
Magasin 595;2016;5;Dentifrice;262;387
Magasin 238;2026;4;Yaourt;438;385
Magasin 392;2021;7;Jouet A;306;24
Magasin 271;2023;3;Dentifrice;336;68
Magasin 830;2019;9;Yaourt;435;270
Magasin 811;2018;3;Jouet A;312;79
Magasin 855;2026;12;Dentifrice;190;242
Magasin 131;2010;11;Yaourt;34;6
Magasin 119;2016;9;Jouet A;353;447
Magasin 212;2012;9;Dentifrice;277;333
Magasin 194;2013;11;Yaourt;68;126
Magasin 474;2021;11;Jouet A;409;252
Magasin 139;2012;1;Dentifrice;289;455
Magasin 123;2018;3;Yaourt;219;142
Magasin 680;2021;5;Jouet A;246;287
Magasin 161;2013;10;Dentifrice;441;131
Magasin 747;2014;1;Yaourt;116;492
Magasin 288;2013;9;Jouet A;208;433
Magasin 829;2024;7;Dentifrice;258;13
Magasin 439;2020;11;Yaourt;28;81
Magasin 683;2017;2;Jouet A;18;111
Magasin 859;2015;4;Dentifrice;291;267
Magasin 421;2022;12;Yaourt;116;51
Magasin 15;2010;12;Jouet A;479;125
Magasin 384;2018;4;Dentifrice;137;330
Magasin 628;2020;11;Yaourt;266;353
Magasin 209;2011;8;Jouet A;60;417
Magasin 398;2019;5;Dentifrice;229;336
Magasin 833;2026;7;Yaourt;69;483
Magasin 153;2017;10;Jouet A;334;116
Magasin 18;2019;9;Dentifrice;165;462
Magasin 569;2018;3;Yaourt;100;458
Magasin 406;2010;6;Jouet A;324;394
Magasin 448;2025;10;Dentifrice;482;67
Magasin 292;2010;9;Yaourt;450;339
Magasin 983;2024;3;Jouet A;230;303
Magasin 592;2019;6;Dentifrice;229;141
Magasin 869;2026;1;Yaourt;256;469
